Code,P_m (bar),acquisition time (s),assemblage,state,heater voltage (V),T (C),T (K),T error,NaCl_111,NaCl_111_error,NaCl_200,NaCl_200_error,NaCl_220,NaCl_220_error,NaCl_222,NaCl_222_error,NaCl_420,NaCl_420_error,NaCl_422,NaCl_422_error,NaCl_Vm (1e-6 m^3 pfu),NaCl_Vm_error (1e-6 m^3 pfu),P_300 (GPa),P_300_error (GPa),P_tot (GPa),P_tot_error (GPa)
399160,35,1200,Hg,liquid,163,320.75,593.9,1.7,,,,,,,,,,,,,,,,,,
399161,35,60,Hg + NaCl,liquid,163,311.2,584.35,1.1,,,,,4.80159,0.00620688,,,7.58245,0.00757391,8.31417,0.006305,22.99702004962685,0.052227111,5.736189856253098,0.6582311579499018,,
399162,35,60,Hg + NaCl,liquid,170,321,594.15,2.3,,,,,4.80059,0.00088811,,,7.5818,0.00118547,8.30268,0.00720447,23.092460370625695,0.060008711,5.6536874876154775,0.3260854369261829,,
399154,35,60,Hg + NaCl,liquid,163,320.2,593.35,1.3,,,3.38736,0.000916861,4.80384,0.000317975,5.87178,0.00556363,7.57214,0.000906132,8.30224,0.00419673,23.096125682654463,0.034963533,5.605250867615983,0.1887400476227466,,
399147,35,60,Hg + NaCl,liquid,150,302.1,575.25,1,2.92549,0.00136893,3.37714,0.00134002,4.78031,0.000341234,5.85421,0.00092595,7.56103,0.00102675,8.28183,0.00187213,23.26700330095262,0.015751224,5.170955009755617,0.087711873,,
399148,35,1200,Hg,liquid,150,302.2,575.35,1,,,,,,,,,,,,,,,,,,
399140,35,60,Hg + NaCl,solid,150,299.05,572.2,1.5,2.92486,0.00229612,3.37838,0.000627917,4.77759,0.000593147,5.85323,0.00136226,7.55464,0.001017,8.28114,0.00170211,23.272809604642283,0.014325527,5.135261148,0.11049226265812394,,
399129,35,60,Hg + NaCl,solid,132,255.7,528.85,1,2.91222,0.00185702,3.36321,0.000563374,4.76193,0.000270318,5.83216,0.00134123,7.53107,0.000951522,8.25081,0.00162008,23.529957546737073,0.013836647,4.617745570060673,0.088443015,,
399130,35,60,Hg,solid,132,255.2,528.35,1,,,,,,,,,,,,,,,,,,
399131,35,60,Hg,solid,135,259.55,532.7,1.3,,,,,,,,,,,,,,,,,,
399133,35,60,Hg,solid,138,263.2,536.35,1.2,,,,,,,,,,,,,,,,,,
399134,35,60,Hg + NaCl,solid,138,263.2,536.35,1.2,2.91838,0.00213598,3.36818,0.000708829,4.76591,0.000310443,5.83732,0.0013772,7.53864,0.000980248,8.26231,0.00155266,23.43201232680078,0.013187189,4.7920668612502135,0.10129926945446244,,
399132,35,60,Hg,solid,138,259.6,532.75,1.5,,,,,,,,,,,,,,,,,,
399136,35,60,Hg,solid,145,281.4,554.55,1.7,,,,,,,,,,,,,,,,,,
399137,35,60,Hg + NaCl,solid,145,283.35,556.5,1.9,2.91679,0.00315772,3.3738,0.000773407,4.76965,0.000401746,5.8414,0.00168582,7.54252,0.000933232,8.26637,0.00178263,23.39756342422636,0.01511068,4.874966154772312,0.14052505332568963,,
399138,35,60,Hg + NaCl,solid,148,294.05,567.2,1.4,2.93292,0.00305166,3.37684,0.000763957,4.7741,0.000508604,5.85018,0.00128402,7.54932,0.000948234,8.27611,0.00156374,23.315195225419416,0.01319297,5.130324065098575,0.1422260174381472,,
399139,35,60,Hg,solid,148,294.95,568.1,1.5,,,,,,,,,,,,,,,,,,
399135,35,60,Hg,solid,142,268.9,542.05,1.4,,,,,,,,,,,,,,,,,,
399141,35,60,Hg,liquid,150,300.7,573.85,1,,,,,,,,,,,,,,,,,,
399164,36,60,Hg + NaCl,liquid,175,341.55,614.7,2.3,,,,,4.79339,0.00115949,,,7.58693,0.00136409,,,23.01266278958512,0.012394524,5.654391007346095,0.21392682972506413,,
399165,37,60,Hg + NaCl,liquid,175,346,619.15,1,,,,,4.80782,0.000667256,,,7.59454,0.00115072,,,22.943654519252178,0.010413951,5.954445472,0.16057415073767847,,
399173,38,1200,Hg,liquid,178,353.15,626.3,1.3,,,,,,,,,,,,,,,,,,
399174,38,60,Hg + NaCl,liquid,178,354.45,627.6,1.6,,,,,,,,,,,,,,,,,,
399171,38,60,Hg + NaCl,liquid,178,353.05,626.2,1.1,,,3.3999,0.00170417,4.82735,0.00042973,,,7.62373,0.00261152,8.35588,0.00255109,22.65495394869968,0.020713206,6.431584228754559,0.17411763800828234,,
399166,38,60,Hg + NaCl,liquid,178,348.55,621.7,2,,,,,4.81756,0.000491306,,,7.61697,0.00110822,,,22.741857015740408,0.009911757,6.3361187761044615,0.14945989219789457,,
399172,38,60,Hg,liquid,178,353.1,626.25,1,,,,,,,,,,,,,,,,,,
399175,40,60,Hg + NaCl,liquid,182,364.25,637.4,1.3,,,3.41561,0.00187725,4.84629,0.000389251,,,7.65036,0.00266267,,,22.445820023001605,0.02340164,7.052255717,0.26750761258811706,,
399176,41,60,Hg + NaCl,solid,184,366.85,640,1.4,,,3.42422,0.00218204,4.85305,0.00042253,,,7.66506,0.00342595,,,22.317119574904257,0.029879716,7.375252336322218,0.3263697007563556,,
399177,41,60,Hg + NaCl,liquid,188,371.35,644.5,2,,,3.40904,0.000135419,4.82662,0.000345243,,,7.63343,0.000841547,,,22.595274934774075,0.007461987,6.607452559799524,0.078202963,,
399178,41,60,Hg,liquid,188,376,649.15,1,,,,,,,,,,,,,,,,,,
399183,41,60,Hg + NaCl,liquid,188,378.4,651.55,1,,,3.42593,0.000269095,4.85062,0.000434318,,,7.67156,0.00141857,,,22.260525245719226,0.012330317,7.422309666434883,0.11034596636088183,,
399184,41,1200,Hg,liquid,188,378.05,651.2,1.4,,,,,,,,,,,,,,,,,,
399185,41,120,Hg,liquid,188,377.1,650.25,1.1,,,,,,,,,,,,,,,,,,
399186,41,1200,Hg,liquid,188,376.4,649.55,1.5,,,,,,,,,,,,,,,,,,
399187,41,60,Hg + NaCl,liquid,188,375.9,649.05,1,2.96674,0.000366562,3.43212,0.000136392,4.84862,0.000399211,5.94154,0.000837128,7.67214,0.00359954,8.40925,0.00186264,22.227098638690144,0.014743314,7.476662768906739,0.087811191,,
399188,41,60,Hg + NaCl,liquid,195,366.75,639.9,2.8,2.96956,0.000803086,3.43242,0.000317344,4.85346,0.000348881,5.94628,0.00114929,7.68688,0.00416117,8.42409,0.0020822,22.11004908743191,0.016365417,7.6624158096618045,0.10818011388967858,,
399190,42,60,Hg + NaCl,liquid,205,385.5,658.65,1,2.97658,0.00506544,3.43955,0.00059864,4.86678,0.00170999,5.95929,0.00314012,7.69991,0.00505756,8.44,0.00492909,21.985472292363376,0.038449885,8.038026822156645,0.3088648673770284,,
399189,42,60,Hg + NaCl,liquid,205,375,648.15,6,2.97954,0.00119315,3.44122,0.000351311,4.86275,0.000543462,5.95663,0.00115675,7.69566,0.00237983,8.43723,0.00185088,22.00709415,0.014456945,8.018110199372478,0.097899884,,
399191,42,60,Hg + NaCl,liquid,205,373.5,646.65,1,2.98428,0.00189797,3.44916,0.000157273,4.8722,0.000567488,5.97134,0.00125083,7.71164,0.00560924,8.45335,0.00270137,21.881662640008244,0.020939581,8.383360826912329,0.16674248421681037,,
